Region,RE or Non-RE,Group Technology,Year,Electricity Installed Capacity (MW),Electricity Generation (GWh),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M)
Unspecified countries,Total Renewable,Wind energy,2016,,,,1.3324730941704035,
Unspecified countries,Total Renewable,Wind energy,2019,,,,11.86065525032703,
Unspecified countries,Total Renewable,Wind energy,2020,,,,3.697193956213382,
Unspecified countries,Total Renewable,Wind energy,2022,,,,0.126726,
Unspecified countries,Total Non-Renewable,Fossil fuels,2000,,,,0.23868003068776097,
Unspecified countries,Total Non-Renewable,Fossil fuels,2002,,,,0.36671182090403537,
Unspecified countries,Total Non-Renewable,Fossil fuels,2004,,,,0.00964075527219225,
Unspecified countries,Total Non-Renewable,Fossil fuels,2006,,,,0.1112787863568548,
Unspecified countries,Total Non-Renewable,Fossil fuels,2007,,,,0.22650258531540846,
Unspecified countries,Total Non-Renewable,Fossil fuels,2008,,,,0.16285559793512244,
Unspecified countries,Total Non-Renewable,Fossil fuels,2009,,,,0.7962731871838112,
Unspecified countries,Total Non-Renewable,Fossil fuels,2010,,,,19.79419452454796,
Unspecified countries,Total Non-Renewable,Fossil fuels,2011,,,,168.2930141159234,
Unspecified countries,Total Non-Renewable,Fossil fuels,2012,,,,0.2615985184331755,
Unspecified countries,Total Non-Renewable,Fossil fuels,2013,,,,0.020996685797429474,
Unspecified countries,Total Non-Renewable,Fossil fuels,2016,,,,0.5572931237434395,
Unspecified countries,Total Non-Renewable,Fossil fuels,2017,,,,3.4748105467170567,
Unspecified countries,Total Non-Renewable,Fossil fuels,2020,,,,12.24882833210162,
Unspecified countries,Total Non-Renewable,Fossil fuels,2021,,,,19.62153429913626,
Unspecified countries,Total Non-Renewable,Fossil fuels,2022,,,,13.589925000000001,
Unspecified countries,Total Non-Renewable,Fossil fuels,2023,,,,4.177145704965567,
Unspecified countries,Total Non-Renewable,Nuclear,2002,,,,0.04033912856836231,
Unspecified countries,Total Non-Renewable,Nuclear,2003,,,,2.128456166088089,
Unspecified countries,Total Non-Renewable,Nuclear,2004,,,,0.3741656962235901,
Unspecified countries,Total Non-Renewable,Nuclear,2006,,,,0.8727397896732108,
Unspecified countries,Total Non-Renewable,Nuclear,2007,,,,2.8986534154769545,
Unspecified countries,Total Non-Renewable,Nuclear,2008,,,,11.007836263306277,
Unspecified countries,Total Non-Renewable,Nuclear,2009,,,,17.430648110314188,
Unspecified countries,Total Non-Renewable,Nuclear,2010,,,,28.698686379893935,
Unspecified countries,Total Non-Renewable,Nuclear,2011,,,,60.2595352411263,
Unspecified countries,Total Non-Renewable,Nuclear,2012,,,,19.057939591526168,
Unspecified countries,Total Non-Renewable,Nuclear,2013,,,,12.034015240028292,
Unspecified countries,Total Non-Renewable,Nuclear,2014,,,,7.4054315285298395,
Unspecified countries,Total Non-Renewable,Nuclear,2015,,,,38.528951911827534,
Unspecified countries,Total Non-Renewable,Nuclear,2016,,,,9.285510078328219,
Unspecified countries,Total Non-Renewable,Nuclear,2017,,,,30.04500838644668,
Unspecified countries,Total Non-Renewable,Nuclear,2018,,,,22.62710658016496,
Unspecified countries,Total Non-Renewable,Nuclear,2019,,,,26.29604217297538,
Unspecified countries,Total Non-Renewable,Nuclear,2020,,,,18.520005430474125,
Unspecified countries,Total Non-Renewable,Nuclear,2021,,,,47.67988815540682,
Unspecified countries,Total Non-Renewable,Nuclear,2022,,,,41.478027000000004,
Unspecified countries,Total Non-Renewable,Nuclear,2023,,,,29.988134561669458,
